MUNICIPIO	CODIGO INE	POBLACION	MEDIA DE PARADOS	RENTAS NETAS DECLARADAS	ADSL	COBERTURA ADSL 10 Mbps	COBERTURA FIBRA	COBERTURA INALAMBRICAS 30 Mbps	COBERTURA LTE 4G
Parauta	29077	241	30,16666665	503111	42	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 70 y 80
Periana	29079	3542	378,4166667	9911923	368	Entre 70 y 80	Entre 0 y 10	Entre 90 y 100	Entre 80 y 90
Pizarra	29080	9298	1481,583333	35291448	1232	Entre 70 y 80	Entre 60 y 70	Entre 70 y 80	Entre 90 y 100
Pujerra	29081	314	20,49999996	847940	29	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Rincón de la Victoria	29082	41827	4815,083333	354321575	7980	Entre 60 y 70	Entre 90 y 100	Entre 40 y 50	Entre 90 y 100
Riogordo	29083	3083	304,5	7821307	315	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Ronda	29084	36665	5026,916667	216958605	3609	Entre 70 y 80	Entre 90 y 100	Entre 90 y 100	Entre 90 y 100
Salares	29085	229	22,25	435679	31	Entre 60 y 70	Entre 0 y 10	Entre 80 y 90	Entre 80 y 90
Sayalonga	29086	1568	160,0833333	3953814	152	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Sedella	29087	715	51,33333335	1101894	41	Entre 60 y 70	Entre 0 y 10	Entre 50 y 60	Entre 80 y 90
Sierra de Yeguas	29088	3488	304,0833333	12508543	422	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Teba	29089	4044	413,5833334	14501320	323	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Tolox	29090	2295	269,0833333	7290096	255	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Torremolinos	29901	69389	7911	59874821	9760	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Torrox	29091	18514	1780,833333	2009294	2263	Entre 60 y 70	Entre 90 y 100	Entre 80 y 90	Entre 90 y 100
Totalán	29092	736	119,8333333	8078444	90	Entre 60 y 70	Entre 60 y 70	Entre 70 y 80	Entre 90 y 100
Valle de Abdalajís	29093	2712	292	398505208	326	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Vélez-Málaga	29094	76911	10564,25	16006874	8135	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Villanueva de Algaidas	29095	4471	262,1666667	14931269	626	Entre 80 y 90	Entre 70 y 80	Entre 90 y 100	Entre 90 y 100
Villanueva de la Concepción	29902	3460	370,4166667	20344943	397	Entre 70 y 80	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Villanueva de Tapia	29098	1603	118,5833334	6446925	61	Entre 0 y 10	Entre 30 y 40	Entre 0 y 10	Entre 90 y 100
Villanueva del Rosario	29096	3588	399,5833333	6232521	349	Entre 90 y 100	Entre 10 y 20	Entre 70 y 80	Entre 90 y 100
Villanueva del Trabuco	29097	5444	464,6666667	10607508	390	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Viñuela	29099	2073	160,25	382951430	162	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Yunquera	29100	3091	559,5	11065289	428	Entre 60 y 70	Entre 0 y 10	Entre 70 y 80	Entre 70 y 80
Aguadulce	41001	2166	175,8333333	8373783	284	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Alanís	41002	1843	172,4166666	5978632	265	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Albaida del Aljarafe	41003	3084	493,9166666	13320383	377	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Alcalá de Guadaíra	41004	73876	11862,91667	415667783	6325	Entre 50 y 60	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100
Alcalá del Río	41005	11620	1437,25	53001500	980	Entre 80 y 90	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100
Alcolea del Río	41006	3404	205,9166667	10994760	384	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Algaba (La)	41007	16029	2608,916667	76321734	1353	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Algámitas	41008	1310	122,4166666	4578039	83	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Almadén de la Plata	41009	1531	204,5833334	4424010	218	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Almensilla	41010	5814	755,1666667	37674651	1381	Entre 90 y 100	Entre 20 y 30	Entre 0 y 10	Entre 90 y 100
Arahal	41011	19536	2259,75	74424351	1287	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Aznalcázar	41012	4257	433,4166666	19248658	333	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Aznalcóllar	41013	6200	968,4166667	25979737	949	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Badolatosa	41014	3184	202,75	8858669	285	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Benacazón	41015	7144	861,4166667	32085456	1186	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Bollullos de la Mitación	41016	9882	1290	65642767	1897	Entre 80 y 90	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Bormujos	41017	20681	2465,833333	168744842	2744	Entre 80 y 90	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Brenes	41018	12897	1311,083333	48799356	1423	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Burguillos	41019	6556	860,5833333	26569477	1037	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Cabezas de San Juan (Las)	41020	16589	2722,416667	51181666	1292	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Camas	41021	26535	4608,916667	146375400	2479	Entre 80 y 90	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Campana (La)	41022	5497	368,5	15011656	445	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Cantillana	41023	10842	1239,916667	36973867	1292	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Cañada Rosal	41901	3277	265,5	13302841	181	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Carmona	41024	28793	4038,25	134202702	2402	Entre 60 y 70	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Carrión de los Céspedes	41025	2524	240,3333333	10231668	396	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Casariche	41026	5619	481,6666666	19278428	325	Entre 80 y 90	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Castilblanco de los Arroyos	41027	5075	759,6666667	16368789	818	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Castilleja de Guzmán	41028	2858	277,9166667	26105567	386	Entre 0 y 10	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100
Castilleja de la Cuesta	41029	17474	2439	107522453	2079	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Castilleja del Campo	41030	650	65,33333338	2720276	129	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 40 y 50
Castillo de las Guardas (El)	41031	1545	229	5350080	147	Entre 50 y 60	Entre 0 y 10	Entre 0 y 10	Entre 50 y 60
Cazalla de la Sierra	41032	5054	568,4166667	21565410	733	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Constantina	41033	6337	581,0833333	21403947	745	Entre 90 y 100	Entre 90 y 100	Entre 50 y 60	Entre 90 y 100
Coria del Río	41034	30115	4721,833333	134745370	2284	Entre 90 y 100	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100
Coripe	41035	1359	90,74999998	5081973	180	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Coronil (El)	41036	5001	516,6666667	19237874	199	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Corrales (Los)	41037	4047	304,4166667	14401941	283	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Cuervo de Sevilla (El)	41903	8737	1488,5	23250430	297	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100	Entre 90 y 100
Dos Hermanas	41038	129719	19314,41667	831194128	9968	Entre 70 y 80	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Écija	41039	40880	5787,5	187782378	2690	Entre 80 y 90	Entre 70 y 80	Entre 0 y 10	Entre 90 y 100
Espartinas	41040	14485	1278,833333	152576482	2513	Entre 50 y 60	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100
Estepa	41041	12631	1319,916667	65392999	1994	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Fuentes de Andalucía	41042	7257	593,3333333	27585887	801	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Garrobo (El)	41043	769	115,8333334	2591817	161	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Gelves	41044	9591	1194,583333	84236627	1743	Entre 80 y 90	Entre 50 y 60	Entre 0 y 10	Entre 90 y 100
Gerena	41045	7207	991,75	37633570	1272	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Gilena	41046	3897	262,3333333	16997877	212	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Gines	41047	13299	1418,083333	117029061	1815	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Guadalcanal	41048	2861	273,1666667	9791636	393	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Guillena	41049	12328	1821,75	60941522	1963	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Herrera	41050	6510	502,0833333	28295675	657	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Huévar del Aljarafe	41051	2742	281,75	14061700	502	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Isla Mayor	41902	5948	497,5	22696527	520	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Lantejuela (La)	41052	3938	493,3333333	11608189	280	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Lebrija	41053	27395	4028,916667	113967867	823	Entre 80 y 90	Entre 30 y 40	Entre 0 y 10	Entre 90 y 100
Lora de Estepa	41054	870	73,24999998	3811685	140	Entre 70 y 80	Entre 0 y 10	Entre 0 y 10	Entre 60 y 70
Lora del Río	41055	19403	1848,166667	71779749	1369	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Luisiana (La)	41056	4694	492,0833334	19072063	451	Entre 70 y 80	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Madroño (El)	41057	314	22,41666665	1411944	33	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 30 y 40
Mairena del Alcor	41058	22328	3371,5	117454985	2003	Entre 50 y 60	Entre 70 y 80	Entre 0 y 10	Entre 90 y 100
Mairena del Aljarafe	41059	43305	5255,583333	386982330	7058	Entre 80 y 90	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Marchena	41060	19959	2639,666667	88884213	963	Entre 90 y 100	Entre 10 y 20	Entre 60 y 70	Entre 90 y 100
Marinaleda	41061	2771	130	8130210	176	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Martín de la Jara	41062	2816	196,75	8926014	166	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Molares (Los)	41063	3522	486,1666666	12036484	334	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Montellano	41064	7154	705,5	23817839	432	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Morón de la Frontera	41065	28334	4009,583333	134424288	1467	Entre 80 y 90	Entre 50 y 60	Entre 90 y 100	Entre 90 y 100
Navas de la Concepción (Las)	41066	1704	134,4166666	5508016	252	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Olivares	41067	9568	1444,5	40475534	1269	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Osuna	41068	17820	1936,916667	85431058	1768	Entre 90 y 100	Entre 90 y 100	Entre 70 y 80	Entre 90 y 100
Palacios y Villafranca (Los)	41069	37936	5399,583333	135021382	1881	Entre 70 y 80	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Palomares del Río	41070	7839	848,25	67840978	1626	Entre 80 y 90	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100
Paradas	41071	7094	632,5833333	26202107	628	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Pedrera	41072	5352	475,5	19420165	198	Entre 80 y 90	Entre 90 y 100	Entre 90 y 100	Entre 90 y 100
Pedroso (El)	41073	2194	356,75	7842974	379	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Peñaflor	41074	3738	224,5833333	13140696	527	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Pilas	41075	14058	1427,416667	50533061	497	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Pruna	41076	2788	156,3333333	8353449	195	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Puebla de Cazalla (La)	41077	11448	1382,583333	41738614	340	Entre 90 y 100	Entre 0 y 10	Entre 40 y 50	Entre 90 y 100
Puebla de los Infantes (La)	41078	3134	184,9166666	9288008	370	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Puebla del Río (La)	41079	12207	2009,166667	51327993	1282	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Real de la Jara (El)	41080	1617	228,8333333	5396546	238	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Rinconada (La)	41081	37755	5793,083333	187861599	3863	Entre 80 y 90	Entre 60 y 70	Entre 0 y 10	Entre 90 y 100
Roda de Andalucía (La)	41082	4351	370,6666666	18906040	479	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Ronquillo (El)	41083	1429	179,3333334	5870497	160	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Rubio (El)	41084	3580	279,1666666	13414314	285	Entre 90 y 100	Entre 60 y 70	Entre 0 y 10	Entre 90 y 100
Salteras	41085	5449	663,0000001	37534306	1473	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
San Juan de Aznalfarache	41086	21801	3610,333333	114154958	2016	Entre 70 y 80	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
San Nicolás del Puerto	41088	621	74,16666668	1909312	108	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Sanlúcar la Mayor	41087	13498	1985,416667	67870204	1761	Entre 90 y 100	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100
Santiponce	41089	8382	1378,833333	42762213	1201	Entre 90 y 100	Entre 10 y 20	Entre 0 y 10	Entre 90 y 100
Saucejo (El)	41090	4462	368,9166667	15795947	148	Entre 20 y 30	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Sevilla (capital)	41091	700169	89624	5866283869	74764	Entre 60 y 70	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Tocina	41092	9640	872,8333333	34923529	1592	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Tomares	41093	24346	2193	260172666	3293	Entre 70 y 80	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Umbrete	41094	8512	1105,333333	45238162	1294	Entre 90 y 100	Entre 20 y 30	Entre 0 y 10	Entre 90 y 100
Utrera	41095	52013	8611,833333	248500031	3355	Entre 70 y 80	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Valencina de la Concepción	41096	7986	974,25	71335669	1288	Entre 80 y 90	Entre 40 y 50	Entre 0 y 10	Entre 90 y 100
Villamanrique de la Condesa	41097	4359	352,5	13257566	196	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Villanueva de San Juan	41100	1300	97,24999995	32323974	84	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Villanueva del Ariscal	41098	6244	974,6666667	15091979	688	Entre 40 y 50	Entre 60 y 70	Entre 0 y 10	Entre 90 y 100
Villanueva del Río y Minas	41099	5096	697,0000001	4739233	708	Entre 80 y 90	Entre 10 y 20	Entre 0 y 10	Entre 90 y 100
Villaverde del Río	41101	7697	800,0833334	23703248	1025	Entre 90 y 100	Entre 50 y 60	Entre 0 y 10	Entre 90 y 100
Viso del Alcor (El)	41102	19099	3156,083333	79348985	659	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
